Date,Close
2023-07-03,1.0907504558563232
2023-07-04,1.091309905052185
2023-07-05,1.0884946584701538
2023-07-06,1.0856584310531616
2023-07-07,1.0890636444091797
2023-07-10,1.0969723463058472
2023-07-11,1.100594401359558
2023-07-12,1.101406455039978
2023-07-13,1.1144545078277588
2023-07-14,1.1223469972610474
2023-07-17,1.1227755546569824
2023-07-18,1.1237596273422241
2023-07-19,1.1228890419006348
2023-07-20,1.120523452758789
2023-07-21,1.113709807395935
2023-07-24,1.112532615661621
2023-07-25,1.1063170433044434
2023-07-26,1.1050456762313843
2023-07-27,1.1078368425369263
2023-07-28,1.0978755950927734
2023-07-31,1.1024264097213745
2023-08-01,1.0997591018676758
2023-08-02,1.1007881164550781
2023-08-03,1.0944151878356934
2023-08-04,1.095158338546753
2023-08-07,1.1002674102783203
2023-08-08,1.100315809249878
2023-08-09,1.0958904027938843
2023-08-10,1.0977671146392822
2023-08-11,1.0981649160385132
2023-08-14,1.094439148902893
2023-08-15,1.0909883975982666
2023-08-16,1.0904173851013184
2023-08-17,1.0874884128570557
2023-08-18,1.0874648094177246
2023-08-21,1.087559461593628
2023-08-22,1.0898351669311523
2023-08-23,1.0846692323684692
2023-08-24,1.086578607559204
2023-08-25,1.07991361618042
2023-08-28,1.0797386169433594
2023-08-29,1.0825556516647339
2023-08-30,1.0869210958480835
2023-08-31,1.0932546854019165
2023-09-01,1.0844104290008545
2023-09-04,1.07758629322052
2023-09-05,1.0794472694396973
2023-09-06,1.0726161003112793
2023-09-07,1.0724204778671265
2023-09-08,1.0697818994522095
2023-09-11,1.071811318397522
2023-09-12,1.0750375986099243
2023-09-13,1.075326681137085
2023-09-14,1.0734220743179321
2023-09-15,1.0637166500091553
2023-09-18,1.0668259859085083
2023-09-19,1.0692671537399292
2023-09-20,1.0682048797607422
2023-09-21,1.065303087234497
2023-09-22,1.0661548376083374
2023-09-25,1.0648492574691772
2023-09-26,1.0591648817062378
2023-09-27,1.0569483041763306
2023-09-28,1.0505305528640747
2023-09-29,1.0562450885772705
2023-10-02,1.0565240383148193
2023-10-03,1.0480751991271973
2023-10-04,1.0472300052642822
2023-10-05,1.0507071018218994
2023-10-06,1.0546631813049316
2023-10-09,1.056747317314148
2023-10-10,1.0578875541687012
2023-10-11,1.0604791641235352
2023-10-12,1.0624282360076904
2023-10-13,1.0536741018295288
2023-10-16,1.0521553754806519
2023-10-17,1.0554312467575073
2023-10-18,1.057305932044983
2023-10-19,1.053851842880249
2023-10-20,1.0586491823196411
2023-10-23,1.0589966773986816
2023-10-24,1.0669853687286377
2023-10-25,1.059535264968872
2023-10-26,1.056725025177002
2023-10-27,1.0564459562301636
2023-10-30,1.0562450885772705
2023-10-31,1.061503529548645
2023-11-01,1.0579099655151367
2023-11-02,1.05870521068573
2023-11-03,1.0619093179702759
2023-11-06,1.0732147693634033
2023-11-07,1.0721560716629028
2023-11-08,1.0696102380752563
2023-11-09,1.0710422992706299
2023-11-10,1.0667576789855957
2023-11-13,1.069015622138977
2023-11-14,1.0701825618743896
2023-11-15,1.0878314971923828
2023-11-16,1.0854581594467163
2023-11-17,1.0853756666183472
2023-11-20,1.090702772140503
2023-11-21,1.0945948362350464
2023-11-22,1.0918222665786743
2023-11-23,1.0890873670578003
2023-11-24,1.0906314849853516
2023-11-27,1.0940439701080322
2023-11-28,1.0958423614501953
2023-11-29,1.100594401359558
2023-11-30,1.0973695516586304
2023-12-01,1.0892059803009033
2023-12-04,1.088814616203308
