Date,Close
2023-07-03,0.8592600226402283
2023-07-04,0.8597300052642822
2023-07-05,0.8553799986839294
2023-07-06,0.8543999791145325
2023-07-07,0.8546000123023987
2023-07-10,0.8543999791145325
2023-07-11,0.8554999828338623
2023-07-12,0.8511999845504761
2023-07-13,0.857200026512146
2023-07-14,0.8548300266265869
2023-07-17,0.8576700091362
2023-07-18,0.8596400022506714
2023-07-19,0.8613799810409546
2023-07-20,0.8660399913787842
2023-07-21,0.8649399876594543
2023-07-24,0.8655099868774414
2023-07-25,0.8633999824523926
2023-07-26,0.8569899797439575
2023-07-27,0.856939971446991
2023-07-28,0.8580800294876099
2023-07-31,0.8575999736785889
2023-08-01,0.8568699955940247
2023-08-02,0.8602399826049805
2023-08-03,0.860319972038269
2023-08-04,0.8611000180244446
2023-08-07,0.8630599975585938
2023-08-08,0.8607800006866455
2023-08-09,0.860040009021759
2023-08-10,0.8629500269889832
2023-08-11,0.8666899800300598
2023-08-14,0.8620700240135193
2023-08-15,0.8597000241279602
2023-08-16,0.858299970626831
2023-08-17,0.8543499708175659
2023-08-18,0.8529000282287598
2023-08-21,0.8534799814224243
2023-08-22,0.8539999723434448
2023-08-23,0.8518000245094299
2023-08-24,0.8541300296783447
2023-08-25,0.8574900031089783
2023-08-28,0.8575999736785889
2023-08-29,0.8583599925041199
2023-08-30,0.8600800037384033
2023-08-31,0.859749972820282
2023-09-01,0.8556399941444397
2023-09-04,0.8557999730110168
2023-09-05,0.8548700213432312
2023-09-06,0.8531200289726257
2023-09-07,0.8579699993133545
2023-09-08,0.857450008392334
2023-09-11,0.8580700159072876
2023-09-12,0.8591899871826172
2023-09-13,0.8607000112533569
2023-09-14,0.859279990196228
2023-09-15,0.8575500249862671
2023-09-18,0.8604599833488464
2023-09-19,0.8633800148963928
2023-09-20,0.8618299961090088
2023-09-21,0.8639100193977356
2023-09-22,0.8671200275421143
2023-09-25,0.8697500228881836
2023-09-26,0.867110013961792
2023-09-27,0.8700299859046936
2023-09-28,0.8656200170516968
2023-09-29,0.8653900027275085
2023-10-02,0.866349995136261
2023-10-03,0.8667399883270264
2023-10-04,0.8667200207710266
2023-10-05,0.8656100034713745
2023-10-06,0.8652899861335754
2023-10-09,0.8646600246429443
2023-10-10,0.8635299801826477
2023-10-11,0.8628299832344055
2023-10-12,0.8624899983406067
2023-10-13,0.8647699952125549
2023-10-16,0.8656200170516968
2023-10-17,0.864139974117279
2023-10-18,0.8680999875068665
2023-10-19,0.8678200244903564
2023-10-20,0.8720899820327759
2023-10-23,0.8705400228500366
2023-10-24,0.8708999752998352
2023-10-25,0.8711299896240234
2023-10-26,0.873009979724884
2023-10-27,0.8704100251197815
2023-10-30,0.8719000220298767
2023-10-31,0.8723999857902527
2023-11-01,0.8707000017166138
2023-11-02,0.8689699769020081
2023-11-03,0.8707699775695801
2023-11-06,0.867330014705658
2023-11-07,0.8680999875068665
2023-11-08,0.8700799942016602
2023-11-09,0.8717399835586548
2023-11-10,0.8730400204658508
2023-11-13,0.8741599917411804
2023-11-14,0.8713300228118896
2023-11-15,0.8705999851226807
2023-11-16,0.8737499713897705
2023-11-17,0.874180018901825
2023-11-20,0.8757200241088867
2023-11-21,0.8749799728393555
2023-11-22,0.870199978351593
2023-11-23,0.8717399835586548
2023-11-24,0.8700000047683716
2023-11-27,0.8682000041007996
2023-11-28,0.8673099875450134
2023-11-29,0.8655800223350525
2023-11-30,0.8642899990081787
2023-12-01,0.8622000217437744
2023-12-04,0.856410026550293
2023-12-05,0.8577799797058105
2023-12-06,0.8569499850273132
2023-12-07,0.8571699857711792
2023-12-08,0.8569999933242798
2023-12-11,0.8574399948120117
2023-12-12,0.8575000166893005
2023-12-13,0.8589800000190735
2023-12-14,0.8621199727058411
2023-12-15,0.8608599901199341
2023-12-18,0.8597400188446045
