time,open,high,low,close,PlotCandle (Open),PlotCandle (High,PlotCandle (Low),PlotCandle (Close),RSI,Upper Bollinger Band,Lower Bollinger Band,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
2019-12-16T10:00:00Z,1.11348,1.11546,1.11335,1.11536,1.11348,1.11546,1.11335,1.11536,62.853237581993746,NaN,NaN,NaN,NaN,62.853237581993746,NaN
2019-12-16T14:00:00Z,1.11536,1.11582,1.1135,1.1143,1.11536,1.11582,1.1135,1.1143,52.29406592627477,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-16T18:00:00Z,1.1143,1.11481,1.11414,1.1144,1.1143,1.11481,1.11414,1.1144,53.220808377649995,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-16T22:00:00Z,1.1144,1.11502,1.11343,1.11392,1.1144,1.11502,1.11343,1.11392,47.665111787596366,NaN,NaN,47.665111787596366,NaN,NaN,NaN
2019-12-17T02:00:00Z,1.11392,1.11494,1.11392,1.11474,1.11392,1.11494,1.11392,1.11474,57.20481006952243,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-17T06:00:00Z,1.11474,1.1152,1.11293,1.115,1.11474,1.1152,1.11293,1.115,60.08826677544112,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-17T10:00:00Z,1.115,1.11748,1.11445,1.11462,1.115,1.11748,1.11445,1.11462,53.502412675118556,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-17T14:00:00Z,1.11462,1.1158,1.1146,1.11517,1.11462,1.1158,1.1146,1.11517,61.19687439955431,NaN,NaN,NaN,NaN,61.19687439955431,NaN
2019-12-17T18:00:00Z,1.11517,1.11538,1.11458,1.115,1.11517,1.11538,1.11458,1.115,57.51933028902065,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-17T22:00:00Z,1.115,1.11544,1.1139,1.1141,1.115,1.11544,1.1139,1.1141,41.1534734753002,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-18T02:00:00Z,1.1141,1.11424,1.11292,1.11351,1.1141,1.11424,1.11292,1.11351,33.37251091895567,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-18T06:00:00Z,1.11351,1.11427,1.11264,1.11333,1.11351,1.11427,1.11264,1.11333,31.128063484547468,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-18T10:00:00Z,1.11333,1.11368,1.11105,1.11174,1.11333,1.11368,1.11105,1.11174,17.86299557609472,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-18T14:00:00Z,1.11174,1.11343,1.11116,1.11182,1.11174,1.11343,1.11116,1.11182,20.006935369481994,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-18T18:00:00Z,1.11182,1.11206,1.1113,1.11138,1.11182,1.11206,1.1113,1.11138,16.962918806414663,NaN,NaN,16.962918806414663,NaN,NaN,NaN
2019-12-18T22:00:00Z,1.11138,1.11248,1.11132,1.11236,1.11138,1.11248,1.11132,1.11236,41.670814779500404,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-19T02:00:00Z,1.11236,1.11326,1.1123,1.11269,1.11236,1.11326,1.1123,1.11269,48.16313981266159,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-19T06:00:00Z,1.11269,1.11394,1.11244,1.11364,1.11269,1.11394,1.11244,1.11364,62.987658048630834,NaN,NaN,NaN,NaN,62.987658048630834,NaN
2019-12-19T10:00:00Z,1.11364,1.11443,1.111,1.1115,1.11364,1.11443,1.111,1.1115,34.89097016117485,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-19T14:00:00Z,1.1115,1.11306,1.11072,1.1125,1.1115,1.11306,1.11072,1.1125,48.34883168112981,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-19T18:00:00Z,1.1125,1.11295,1.11175,1.11211,1.1125,1.11295,1.11175,1.11211,43.9229393309067,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-19T22:00:00Z,1.11211,1.11251,1.1116,1.11186,1.11211,1.11251,1.1116,1.11186,40.92135671764005,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-20T02:00:00Z,1.11186,1.11203,1.11138,1.11196,1.11186,1.11203,1.11138,1.11196,42.873303706613676,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-20T06:00:00Z,1.11196,1.11238,1.11149,1.11208,1.11196,1.11238,1.11149,1.11208,45.570799166310636,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-20T10:00:00Z,1.11208,1.11222,1.1086,1.10912,1.11208,1.11222,1.1086,1.10912,18.55537407774044,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-20T14:00:00Z,1.10912,1.10919,1.10678,1.10686,1.10912,1.10919,1.10678,1.10686,11.850520207013474,NaN,NaN,11.850520207013474,NaN,NaN,NaN
2019-12-20T18:00:00Z,1.10686,1.10787,1.10662,1.10765,1.10686,1.10787,1.10662,1.10765,23.870440431476524,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-22T22:00:00Z,1.10765,1.10812,1.1073,1.10785,1.10765,1.10812,1.1073,1.10785,27.019643941761984,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-23T02:00:00Z,1.10785,1.10832,1.10748,1.10822,1.10785,1.10832,1.10748,1.10822,33.39140423225143,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-23T06:00:00Z,1.10822,1.10888,1.10803,1.10836,1.10822,1.10888,1.10803,1.10836,36.032879665211034,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-23T10:00:00Z,1.10836,1.10883,1.107,1.10802,1.10836,1.10883,1.107,1.10802,32.16112027402788,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-23T14:00:00Z,1.10802,1.1096,1.10766,1.1091,1.10802,1.1096,1.10766,1.1091,52.44858197818837,NaN,NaN,NaN,NaN,52.44858197818837,NaN
2019-12-23T18:00:00Z,1.1091,1.10948,1.10872,1.10898,1.1091,1.10948,1.10872,1.10898,50.35699303045754,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-23T22:00:00Z,1.10898,1.1094,1.10869,1.10878,1.10898,1.1094,1.10869,1.10878,46.494210755500674,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-24T02:00:00Z,1.10878,1.10898,1.10853,1.10895,1.10878,1.10898,1.10853,1.10895,50.526417049716166,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-24T06:00:00Z,1.10895,1.10899,1.1075,1.1075,1.10895,1.10899,1.1075,1.1075,28.016182498183667,NaN,NaN,28.016182498183667,NaN,NaN,NaN
2019-12-24T10:00:00Z,1.1075,1.10853,1.10691,1.10783,1.1075,1.10853,1.10691,1.10783,36.11325834347703,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-24T14:00:00Z,1.10783,1.10935,1.10777,1.10878,1.10783,1.10935,1.10777,1.10878,54.52170626890389,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-24T18:00:00Z,1.10878,1.1089,1.10815,1.10883,1.10878,1.1089,1.10815,1.10883,55.36778597347409,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-25T22:00:00Z,1.10883,1.10953,1.10882,1.10912,1.10883,1.10953,1.10882,1.10912,60.67227920620514,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-26T02:00:00Z,1.10912,1.10942,1.10885,1.10902,1.10912,1.10942,1.10885,1.10902,57.71562272072856,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-26T06:00:00Z,1.10902,1.10966,1.10862,1.10916,1.10902,1.10966,1.10862,1.10916,61.03828833091422,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-26T10:00:00Z,1.10916,1.11001,1.10824,1.10982,1.10916,1.11001,1.10824,1.10982,73.36961990230223,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-26T14:00:00Z,1.10982,1.1105,1.109,1.11027,1.10982,1.1105,1.109,1.11027,79.02695626663265,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-26T18:00:00Z,1.11027,1.1109,1.10956,1.10966,1.11027,1.1109,1.10956,1.10966,58.10949153455134,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-26T22:00:00Z,1.10966,1.11099,1.10962,1.11094,1.10966,1.11099,1.10962,1.11094,75.27508318222287,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-27T02:00:00Z,1.11094,1.11223,1.11084,1.11208,1.11094,1.11223,1.11084,1.11208,83.02084468630174,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-27T06:00:00Z,1.11208,1.11418,1.11176,1.11386,1.11208,1.11418,1.11176,1.11386,89.46337038379515,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-27T10:00:00Z,1.11386,1.11594,1.11366,1.11535,1.11386,1.11594,1.11366,1.11535,92.45780144492785,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-27T14:00:00Z,1.11535,1.11844,1.1152,1.11837,1.11535,1.11844,1.1152,1.11837,95.61504647110863,NaN,NaN,NaN,NaN,95.61504647110863,NaN
2019-12-27T18:00:00Z,1.11837,1.11884,1.11711,1.11758,1.11837,1.11884,1.11711,1.11758,84.10301302864903,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-29T22:00:00Z,1.11758,1.11954,1.11718,1.11947,1.11758,1.11954,1.11718,1.11947,88.31152367042304,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-30T02:00:00Z,1.11947,1.1211,1.11917,1.12028,1.11947,1.1211,1.11917,1.12028,89.76332079750979,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-30T06:00:00Z,1.12028,1.1206,1.119,1.11994,1.12028,1.1206,1.119,1.11994,84.27130638099369,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-30T10:00:00Z,1.11994,1.12025,1.11816,1.11949,1.11994,1.12025,1.11816,1.11949,76.52524237635836,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-30T14:00:00Z,1.11949,1.12208,1.11886,1.12107,1.11949,1.12208,1.11886,1.12107,83.27316079042302,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-30T18:00:00Z,1.12107,1.12124,1.11964,1.1199,1.12107,1.12124,1.11964,1.1199,65.7725828628015,NaN,NaN,65.7725828628015,NaN,NaN,NaN
2019-12-30T22:00:00Z,1.1199,1.12138,1.1198,1.12127,1.1199,1.12138,1.1198,1.12127,73.82432629998775,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-31T02:00:00Z,1.12127,1.12148,1.11988,1.1207,1.12127,1.12148,1.11988,1.1207,65.7769578589136,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-31T06:00:00Z,1.1207,1.12176,1.12031,1.12136,1.1207,1.12176,1.12031,1.12136,70.44063601059536,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-31T10:00:00Z,1.12136,1.12391,1.12086,1.1238,1.12136,1.12391,1.12086,1.1238,81.8626017349987,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-31T14:00:00Z,1.1238,1.12393,1.12162,1.1229,1.1238,1.12393,1.12162,1.1229,69.48347537893696,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-31T18:00:00Z,1.1229,1.1229,1.12102,1.12121,1.1229,1.1229,1.12102,1.12121,51.28147345143603,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-01T22:00:00Z,1.12121,1.12246,1.12121,1.1221,1.12121,1.12246,1.12121,1.1221,58.44707336116094,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-02T02:00:00Z,1.1221,1.12247,1.1201,1.12044,1.1221,1.12247,1.1201,1.12044,43.52254058412849,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-02T06:00:00Z,1.12044,1.12141,1.12012,1.12032,1.12044,1.12141,1.12012,1.12032,42.54095453780752,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-02T10:00:00Z,1.12032,1.1204,1.1183,1.11964,1.12032,1.1204,1.1183,1.11964,36.68101469408313,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-02T14:00:00Z,1.11964,1.12032,1.11636,1.117,1.11964,1.12032,1.11636,1.117,21.984638036572434,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-02T18:00:00Z,1.117,1.11736,1.11636,1.11728,1.117,1.11736,1.11636,1.11728,25.919564128843945,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-02T22:00:00Z,1.11728,1.11786,1.11698,1.11737,1.11728,1.11786,1.11698,1.11737,27.391000196746376,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-03T02:00:00Z,1.11737,1.11775,1.11644,1.11664,1.11737,1.11775,1.11644,1.11664,22.799509260879432,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-03T06:00:00Z,1.11664,1.11718,1.114,1.11401,1.11664,1.11718,1.114,1.11401,12.991922446436718,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-03T10:00:00Z,1.11401,1.11489,1.11249,1.11382,1.11401,1.11489,1.11249,1.11382,12.50611200888504,NaN,NaN,12.50611200888504,NaN,NaN,NaN
2020-01-03T14:00:00Z,1.11382,1.118,1.11354,1.11723,1.11382,1.118,1.11354,1.11723,52.42023072121661,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-03T18:00:00Z,1.11723,1.11734,1.11525,1.11594,1.11723,1.11734,1.11525,1.11594,43.118604742705415,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-05T22:00:00Z,1.11594,1.11684,1.11594,1.11628,1.11594,1.11684,1.11594,1.11628,46.26023401584772,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-06T02:00:00Z,1.11628,1.1171,1.11606,1.11624,1.11628,1.1171,1.11606,1.11624,45.88752455978131,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-06T06:00:00Z,1.11624,1.11936,1.11572,1.11933,1.11624,1.11936,1.11572,1.11933,69.56527592711491,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-06T10:00:00Z,1.11933,1.12057,1.119,1.11976,1.11933,1.12057,1.119,1.11976,71.71792995836272,NaN,NaN,NaN,NaN,71.71792995836272,NaN
2020-01-06T14:00:00Z,1.11976,1.12002,1.1181,1.11952,1.11976,1.12002,1.1181,1.11952,68.34531755441711,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-06T18:00:00Z,1.11952,1.11992,1.1188,1.11972,1.11952,1.11992,1.1188,1.11972,69.82352686879716,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-06T22:00:00Z,1.11972,1.11976,1.11892,1.11935,1.11972,1.11976,1.11892,1.11935,63.018246398795846,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-07T02:00:00Z,1.11935,1.11944,1.11828,1.11831,1.11935,1.11944,1.11828,1.11831,46.94302543540427,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-07T06:00:00Z,1.11831,1.11898,1.11726,1.11848,1.11831,1.11898,1.11726,1.11848,49.57143386987189,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-07T10:00:00Z,1.11848,1.11862,1.11548,1.1156,1.11848,1.11862,1.11548,1.1156,24.192177010089722,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-07T14:00:00Z,1.1156,1.11623,1.11336,1.11426,1.1156,1.11623,1.11336,1.11426,18.641454283100828,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-07T18:00:00Z,1.11426,1.1153,1.11415,1.11512,1.11426,1.1153,1.11415,1.11512,31.288957190002137,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-07T22:00:00Z,1.11512,1.11683,1.11444,1.11558,1.11512,1.11683,1.11444,1.11558,37.758195901828174,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-08T02:00:00Z,1.11558,1.11614,1.11452,1.11492,1.11558,1.11614,1.11452,1.11492,32.30348077013072,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-08T06:00:00Z,1.11492,1.1155,1.11253,1.11384,1.11492,1.1155,1.11253,1.11384,24.93523454866596,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-08T10:00:00Z,1.11384,1.11386,1.11112,1.112,1.11384,1.11386,1.11112,1.112,16.78285069014062,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-08T14:00:00Z,1.112,1.11309,1.11088,1.11182,1.112,1.11309,1.11088,1.11182,16.137676674640403,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-08T18:00:00Z,1.11182,1.11182,1.11016,1.11042,1.11182,1.11182,1.11016,1.11042,11.747204642682803,NaN,NaN,11.747204642682803,NaN,NaN,NaN
2020-01-08T22:00:00Z,1.11042,1.11194,1.11042,1.11174,1.11042,1.11194,1.11042,1.11174,33.17453640407406,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-09T02:00:00Z,1.11174,1.1119,1.11128,1.11184,1.11174,1.1119,1.11128,1.11184,34.676451808748666,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-09T06:00:00Z,1.11184,1.11205,1.10986,1.10996,1.11184,1.11205,1.10986,1.10996,22.691531294143758,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-09T10:00:00Z,1.10996,1.11173,1.10968,1.11149,1.10996,1.11173,1.10968,1.11149,42.80209423576968,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-09T14:00:00Z,1.11149,1.11149,1.10925,1.11046,1.11149,1.11149,1.10925,1.11046,35.11524059758307,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-09T18:00:00Z,1.11046,1.11099,1.11034,1.11064,1.11046,1.11099,1.11034,1.11064,37.56463945265773,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-09T22:00:00Z,1.11064,1.11096,1.11023,1.11042,1.11064,1.11096,1.11023,1.11042,35.516287574340126,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-10T02:00:00Z,1.11042,1.11112,1.11036,1.1109,1.11042,1.11112,1.11036,1.1109,43.864466750358496,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-10T06:00:00Z,1.1109,1.11112,1.10912,1.10964,1.1109,1.11112,1.10912,1.10964,30.786475916668124,NaN,NaN,30.786475916668124,NaN,NaN,NaN
2020-01-10T10:00:00Z,1.10964,1.11138,1.1085,1.10968,1.10964,1.11138,1.1085,1.10968,31.5957777847982,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-10T14:00:00Z,1.10968,1.11292,1.10863,1.11224,1.10968,1.11292,1.10863,1.11224,64.65676689657195,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-10T18:00:00Z,1.11224,1.11234,1.11172,1.11207,1.11224,1.11234,1.11172,1.11207,62.162845349431315,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-12T22:00:00Z,1.11207,1.11216,1.1113,1.11213,1.11207,1.11216,1.1113,1.11213,62.79594406701825,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-13T02:00:00Z,1.11213,1.1132,1.112,1.11298,1.11213,1.1132,1.112,1.11298,71.29979518470904,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-13T06:00:00Z,1.11298,1.11362,1.11148,1.11151,1.11298,1.11362,1.11148,1.11151,47.72021119729473,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-13T10:00:00Z,1.11151,1.11284,1.11126,1.11188,1.11151,1.11284,1.11126,1.11188,52.647265225541894,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-13T14:00:00Z,1.11188,1.1147,1.11176,1.11398,1.11188,1.1147,1.11176,1.11398,71.62166364929192,NaN,NaN,NaN,NaN,71.62166364929192,NaN
2020-01-13T18:00:00Z,1.11398,1.1145,1.11334,1.11346,1.11398,1.1145,1.11334,1.11346,63.718798205643274,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-13T22:00:00Z,1.11346,1.11422,1.11312,1.11372,1.11346,1.11422,1.11312,1.11372,66.05946141963211,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-14T02:00:00Z,1.11372,1.11389,1.11354,1.11371,1.11372,1.11389,1.11354,1.11371,65.8552010983324,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-14T06:00:00Z,1.11371,1.11446,1.11304,1.11314,1.11371,1.11446,1.11304,1.11314,53.96596843807735,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-14T10:00:00Z,1.11314,1.11354,1.11052,1.11102,1.11314,1.11354,1.11052,1.11102,29.339952067603704,NaN,NaN,29.339952067603704,NaN,NaN,NaN
2020-01-14T14:00:00Z,1.11102,1.11328,1.11044,1.11312,1.11102,1.11328,1.11044,1.11312,54.850529801536524,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-14T18:00:00Z,1.11312,1.1135,1.11248,1.11276,1.11312,1.1135,1.11248,1.11276,50.91178444090525,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-14T22:00:00Z,1.11276,1.11311,1.11264,1.11298,1.11276,1.11311,1.11264,1.11298,53.46443998827487,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-15T02:00:00Z,1.11298,1.11347,1.1127,1.1134,1.11298,1.11347,1.1127,1.1134,58.60172686857462,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-15T06:00:00Z,1.1134,1.11369,1.11184,1.11283,1.1134,1.11369,1.11184,1.11283,49.35809140339431,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-15T10:00:00Z,1.11283,1.1155,1.1125,1.11492,1.11283,1.1155,1.1125,1.11492,70.60759993491038,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-15T14:00:00Z,1.11492,1.11635,1.11432,1.11576,1.11492,1.11635,1.11432,1.11576,75.72491928679486,NaN,NaN,NaN,NaN,75.72491928679486,NaN
2020-01-15T18:00:00Z,1.11576,1.11598,1.11482,1.115,1.11576,1.11598,1.11482,1.115,63.26739500320817,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-15T22:00:00Z,1.115,1.11582,1.11494,1.11536,1.115,1.11582,1.11494,1.11536,66.52783114431008,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-16T02:00:00Z,1.11536,1.1155,1.11496,1.11498,1.11536,1.1155,1.11496,1.11498,59.553215287710216,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-16T06:00:00Z,1.11498,1.11638,1.11446,1.11534,1.11498,1.11638,1.11446,1.11534,64.02010963301056,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-16T10:00:00Z,1.11534,1.11726,1.11502,1.11514,1.11534,1.11726,1.11502,1.11514,59.45991412504998,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-16T14:00:00Z,1.11514,1.11602,1.11279,1.11348,1.11514,1.11602,1.11279,1.11348,34.191656501683994,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-16T18:00:00Z,1.11348,1.11383,1.11317,1.11361,1.11348,1.11383,1.11317,1.11361,36.81996394606271,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-16T22:00:00Z,1.11361,1.11394,1.1134,1.11371,1.11361,1.11394,1.1134,1.11371,39.15651849004928,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-17T02:00:00Z,1.11371,1.11426,1.11308,1.11366,1.11371,1.11426,1.11308,1.11366,38.271899836602415,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-17T06:00:00Z,1.11366,1.11412,1.11248,1.11276,1.11366,1.11412,1.11248,1.11276,25.373911868260706,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-17T10:00:00Z,1.11276,1.11282,1.1098,1.11005,1.11276,1.11282,1.1098,1.11005,11.185494875694758,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-17T14:00:00Z,1.11005,1.11062,1.10862,1.10912,1.11005,1.11062,1.10862,1.10912,9.021529285698662,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-17T18:00:00Z,1.10912,1.10946,1.10892,1.10905,1.10912,1.10946,1.10892,1.10905,8.860254509094418,NaN,NaN,8.860254509094418,NaN,NaN,NaN
2020-01-19T22:00:00Z,1.10905,1.10987,1.10892,1.10964,1.10905,1.10987,1.10892,1.10964,23.30520790057156,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-20T02:00:00Z,1.10964,1.1099,1.10941,1.1098,1.10964,1.1099,1.10941,1.1098,27.215636887616242,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-20T06:00:00Z,1.1098,1.11026,1.10822,1.10897,1.1098,1.11026,1.10822,1.10897,20.45337913448158,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-20T10:00:00Z,1.10897,1.10907,1.10805,1.10836,1.10897,1.10907,1.10805,1.10836,16.65228368700123,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-20T14:00:00Z,1.10836,1.10869,1.10767,1.10834,1.10836,1.10869,1.10767,1.10834,16.526410733643147,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-20T18:00:00Z,1.10834,1.1098,1.10824,1.10951,1.10834,1.1098,1.10824,1.10951,46.24126220152945,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-20T22:00:00Z,1.10951,1.1098,1.10888,1.10906,1.10951,1.1098,1.10888,1.10906,39.48384704507808,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-21T02:00:00Z,1.10906,1.10995,1.10906,1.10954,1.10906,1.10995,1.10906,1.10954,49.35230591626619,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-21T06:00:00Z,1.10954,1.10974,1.10856,1.10909,1.10954,1.10974,1.10856,1.10909,41.43424646859496,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-21T10:00:00Z,1.10909,1.1118,1.10901,1.11136,1.10909,1.1118,1.10901,1.11136,70.88685579572024,NaN,NaN,NaN,NaN,70.88685579572024,NaN
2020-01-21T14:00:00Z,1.11136,1.11139,1.10888,1.10918,1.11136,1.11139,1.10888,1.10918,44.202086179145304,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-21T18:00:00Z,1.10918,1.10953,1.10811,1.10818,1.10918,1.10953,1.10811,1.10818,36.354896116938285,NaN,NaN,36.354896116938285,NaN,NaN,NaN
2020-01-21T22:00:00Z,1.10818,1.1087,1.10778,1.1082,1.10818,1.1087,1.10778,1.1082,36.636120628883205,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-22T02:00:00Z,1.1082,1.10858,1.10774,1.10846,1.1082,1.10858,1.10774,1.10846,40.88102976148163,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-22T06:00:00Z,1.10846,1.10929,1.1075,1.10908,1.10846,1.10929,1.1075,1.10908,50.72143619374313,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-22T10:00:00Z,1.10908,1.10948,1.10772,1.10898,1.10908,1.10948,1.10772,1.10898,49.07456014039786,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-22T14:00:00Z,1.10898,1.10984,1.10702,1.10857,1.10898,1.10984,1.10702,1.10857,42.07338839217081,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-22T18:00:00Z,1.10857,1.10952,1.1084,1.10934,1.10857,1.10952,1.1084,1.10934,56.6064315439546,NaN,NaN,NaN,NaN,56.6064315439546,NaN
2020-01-22T22:00:00Z,1.10934,1.10996,1.10797,1.10894,1.10934,1.10996,1.10797,1.10894,48.67638032142994,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-23T02:00:00Z,1.10894,1.10914,1.10811,1.10832,1.10894,1.10914,1.10811,1.10832,38.28486192190285,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-23T06:00:00Z,1.10832,1.10923,1.1079,1.10844,1.10832,1.10923,1.1079,1.10844,41.315829395121156,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-23T10:00:00Z,1.10844,1.11088,1.10802,1.10866,1.10844,1.11088,1.10802,1.10866,47.252499342866095,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-23T14:00:00Z,1.10866,1.10904,1.10364,1.1051,1.10866,1.10904,1.10364,1.1051,15.511680779000187,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-23T18:00:00Z,1.1051,1.1059,1.10482,1.10571,1.1051,1.1059,1.10482,1.10571,26.138457612017874,NaN,NaN,NaN,NaN,NaN,NaN
