time,open,high,low,close,PlotCandle (Open),PlotCandle (High,PlotCandle (Low),PlotCandle (Close),RSI,Upper Bollinger Band,Lower Bollinger Band,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
2018-01-04T22:00:00Z,1.206825,1.208,1.20635,1.207205,1.206825,1.208,1.20635,1.207205,72.1354946100206,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-05T02:00:00Z,1.207205,1.20757,1.20678,1.207125,1.207205,1.20757,1.20678,1.207125,70.83474750454178,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-05T06:00:00Z,1.207125,1.20747,1.20418,1.20454,1.207125,1.20747,1.20418,1.20454,40.98465380937048,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-05T10:00:00Z,1.20454,1.20834,1.2042,1.20518,1.20454,1.20834,1.2042,1.20518,47.79322044191989,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-05T14:00:00Z,1.20518,1.20558,1.20204,1.2047,1.20518,1.20558,1.20204,1.2047,43.128492811386494,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-05T18:00:00Z,1.2047,1.20508,1.2028,1.20296,1.2047,1.20508,1.2028,1.20296,29.90340293878255,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-07T22:00:00Z,1.20296,1.20524,1.20269,1.20449,1.20296,1.20524,1.20269,1.20449,47.573453631735504,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-08T02:00:00Z,1.20449,1.20464,1.20122,1.201965,1.20449,1.20464,1.20122,1.201965,31.297893759130403,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-08T06:00:00Z,1.201965,1.20229,1.19834,1.19897,1.201965,1.20229,1.19834,1.19897,20.764984784376068,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-08T10:00:00Z,1.19897,1.20096,1.19686,1.19702,1.19897,1.20096,1.19686,1.19702,16.30041449604316,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-08T14:00:00Z,1.19702,1.19826,1.19589,1.19771,1.19702,1.19826,1.19589,1.19771,23.568880457118595,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-08T18:00:00Z,1.19771,1.19778,1.19558,1.196755,1.19771,1.19778,1.19558,1.196755,20.490413662108764,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-08T22:00:00Z,1.196755,1.19736,1.19582,1.19669,1.196755,1.19736,1.19582,1.19669,20.26521452429546,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-09T02:00:00Z,1.19669,1.1976,1.19641,1.19652,1.19669,1.1976,1.19641,1.19652,19.56233285187595,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-09T06:00:00Z,1.19652,1.19712,1.19322,1.19382,1.19652,1.19712,1.19322,1.19382,11.585063152394468,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-09T10:00:00Z,1.19382,1.19396,1.19158,1.19212,1.19382,1.19396,1.19158,1.19212,8.77029316334648,NaN,NaN,8.77029316334648,NaN,NaN,NaN
2018-01-09T14:00:00Z,1.19212,1.19338,1.19173,1.192145,1.19212,1.19338,1.19173,1.192145,9.175938535314103,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-09T18:00:00Z,1.192145,1.19391,1.19162,1.19373,1.192145,1.19391,1.19162,1.19373,32.841245831970056,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-09T22:00:00Z,1.19373,1.19456,1.19278,1.194475,1.19373,1.19456,1.19278,1.194475,41.75760356994666,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-10T02:00:00Z,1.194475,1.19497,1.19271,1.19281,1.194475,1.19497,1.19271,1.19281,30.4600683254518,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-10T06:00:00Z,1.19281,1.19552,1.19232,1.193885,1.19281,1.19552,1.19232,1.193885,42.92284222495627,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-10T10:00:00Z,1.193885,1.20182,1.19316,1.199525,1.193885,1.20182,1.19316,1.199525,73.76165163867611,NaN,NaN,NaN,NaN,73.76165163867611,NaN
2018-01-10T14:00:00Z,1.199525,1.20074,1.19506,1.195995,1.199525,1.20074,1.19506,1.195995,51.84593808105304,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-10T18:00:00Z,1.195995,1.19684,1.194,1.19479,1.195995,1.19684,1.194,1.19479,46.01251698248142,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-10T22:00:00Z,1.19479,1.19632,1.19461,1.19596,1.19479,1.19632,1.19461,1.19596,52.499143059816156,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-11T02:00:00Z,1.19596,1.19702,1.19411,1.195205,1.19596,1.19702,1.19411,1.195205,47.86066394806637,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-11T06:00:00Z,1.195205,1.19521,1.1929,1.19483,1.195205,1.19521,1.1929,1.19483,45.37178602694416,NaN,NaN,45.37178602694416,NaN,NaN,NaN
2018-01-11T10:00:00Z,1.19483,1.20356,1.19361,1.203115,1.19483,1.20356,1.19361,1.203115,77.57589392918902,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-11T14:00:00Z,1.203115,1.20592,1.20306,1.20374,1.203115,1.20592,1.20306,1.20374,78.75679065338068,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-11T18:00:00Z,1.20374,1.2048,1.20276,1.203135,1.20374,1.2048,1.20276,1.203135,74.03895886598791,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-11T22:00:00Z,1.203135,1.20666,1.20309,1.20456,1.203135,1.20666,1.20309,1.20456,77.93122228762755,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-12T02:00:00Z,1.20456,1.20575,1.20399,1.20445,1.20456,1.20575,1.20399,1.20445,76.81989579594955,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-12T06:00:00Z,1.20445,1.2137,1.20422,1.212505,1.20445,1.2137,1.20422,1.212505,89.94489993192242,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-12T10:00:00Z,1.212505,1.2149,1.21122,1.212035,1.212505,1.2149,1.21122,1.212035,86.37769545723486,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-12T14:00:00Z,1.212035,1.2156,1.21114,1.21346,1.212035,1.2156,1.21114,1.21346,88.15767658636966,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-12T18:00:00Z,1.21346,1.22192,1.21328,1.22004,1.21346,1.22192,1.21328,1.22004,93.24915556776688,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-14T22:00:00Z,1.22004,1.22124,1.21879,1.21983,1.22004,1.22124,1.21879,1.21983,91.6767318895538,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-15T02:00:00Z,1.21983,1.22406,1.21922,1.222265,1.21983,1.22406,1.21922,1.222265,93.31146045089375,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-15T06:00:00Z,1.222265,1.227,1.22018,1.22603,1.222265,1.227,1.22018,1.22603,95.15183182812906,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-15T10:00:00Z,1.22603,1.22968,1.22512,1.228325,1.22603,1.22968,1.22512,1.228325,95.99210137036845,NaN,NaN,NaN,NaN,95.99210137036845,NaN
2018-01-15T14:00:00Z,1.228325,1.22946,1.22545,1.227205,1.228325,1.22946,1.22545,1.227205,86.81355641567015,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-15T18:00:00Z,1.227205,1.22786,1.22634,1.226335,1.227205,1.22786,1.22634,1.226335,79.43826269148299,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-15T22:00:00Z,1.226335,1.22754,1.22477,1.22653,1.226335,1.22754,1.22477,1.22653,79.91629900841322,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-16T02:00:00Z,1.22653,1.22798,1.22553,1.226255,1.22653,1.22798,1.22553,1.226255,76.76999493396227,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-16T06:00:00Z,1.226255,1.22838,1.22158,1.22328,1.226255,1.22838,1.22158,1.22328,50.09822013628664,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-16T10:00:00Z,1.22328,1.22406,1.22013,1.221865,1.22328,1.22406,1.22013,1.221865,41.521636149278336,NaN,NaN,41.521636149278336,NaN,NaN,NaN
2018-01-16T14:00:00Z,1.221865,1.22485,1.21949,1.22434,1.221865,1.22485,1.21949,1.22434,57.448644929741576,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-16T18:00:00Z,1.22434,1.22812,1.2243,1.226065,1.22434,1.22812,1.2243,1.226065,65.60897970547552,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-16T22:00:00Z,1.226065,1.23236,1.22539,1.229075,1.226065,1.23236,1.22539,1.229075,75.7518455253165,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-17T02:00:00Z,1.229075,1.22976,1.22371,1.224465,1.229075,1.22976,1.22371,1.224465,48.41533792680014,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-17T06:00:00Z,1.224465,1.22516,1.22083,1.223635,1.224465,1.22516,1.22083,1.223635,44.7786348699252,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-17T10:00:00Z,1.223635,1.225,1.21964,1.22195,1.223635,1.225,1.21964,1.22195,37.60967318117111,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-17T14:00:00Z,1.22195,1.22536,1.22124,1.225165,1.22195,1.22536,1.22124,1.225165,54.84967697032008,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-17T18:00:00Z,1.225165,1.22883,1.21776,1.21856,1.225165,1.22883,1.21776,1.21856,32.08308340927972,NaN,NaN,32.08308340927972,NaN,NaN,NaN
2018-01-17T22:00:00Z,1.21856,1.22044,1.21652,1.21931,1.21856,1.22044,1.21652,1.21931,35.861757945268536,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-18T02:00:00Z,1.21931,1.22094,1.21736,1.22066,1.21931,1.22094,1.21736,1.22066,42.997482548054606,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-18T06:00:00Z,1.22066,1.2218,1.21863,1.221435,1.22066,1.2218,1.21863,1.221435,47.211877122049856,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-18T10:00:00Z,1.221435,1.22528,1.22124,1.22493,1.221435,1.22528,1.22124,1.22493,62.74051837667239,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-18T14:00:00Z,1.22493,1.2265,1.22208,1.222825,1.22493,1.2265,1.22208,1.222825,51.36482271799909,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-18T18:00:00Z,1.222825,1.22471,1.22196,1.22383,1.222825,1.22471,1.22196,1.22383,56.11361965553881,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-18T22:00:00Z,1.22383,1.22537,1.22316,1.224385,1.22383,1.22537,1.22316,1.224385,58.884845716773356,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-19T02:00:00Z,1.224385,1.22704,1.22399,1.22603,1.224385,1.22704,1.22399,1.22603,66.68007857165651,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-19T06:00:00Z,1.22603,1.22958,1.22514,1.22815,1.22603,1.22958,1.22514,1.22815,74.47584080326729,NaN,NaN,NaN,NaN,74.47584080326729,NaN
2018-01-19T10:00:00Z,1.22815,1.22842,1.22394,1.22432,1.22815,1.22842,1.22394,1.22432,48.72934547426526,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-19T14:00:00Z,1.22432,1.22582,1.2218,1.22323,1.22432,1.22582,1.2218,1.22323,43.39282295158521,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-19T18:00:00Z,1.22323,1.22384,1.22148,1.22182,1.22323,1.22384,1.22148,1.22182,36.86479226373191,NaN,NaN,36.86479226373191,NaN,NaN,NaN
2018-01-21T22:00:00Z,1.22182,1.22743,1.22182,1.2229,1.22182,1.22743,1.22182,1.2229,44.81374415905373,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-22T02:00:00Z,1.2229,1.22379,1.22162,1.22318,1.2229,1.22379,1.22162,1.22318,46.977186439441326,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-22T06:00:00Z,1.22318,1.2256,1.22137,1.224965,1.22318,1.2256,1.22137,1.224965,59.59844504524905,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-22T10:00:00Z,1.224965,1.2267,1.22336,1.22492,1.224965,1.2267,1.22336,1.22492,59.15472034142252,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-22T14:00:00Z,1.22492,1.22606,1.22238,1.224325,1.22492,1.22606,1.22238,1.224325,52.67312080638726,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-22T18:00:00Z,1.224325,1.2263,1.22396,1.226135,1.224325,1.2263,1.22396,1.226135,66.5922403278087,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-22T22:00:00Z,1.226135,1.22757,1.2255,1.22661,1.226135,1.22757,1.2255,1.22661,69.53175963821859,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-23T02:00:00Z,1.22661,1.22758,1.22507,1.22583,1.22661,1.22758,1.22507,1.22583,58.8948122233835,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-23T06:00:00Z,1.22583,1.22708,1.2223,1.22387,1.22583,1.22708,1.2223,1.22387,39.77999951004162,NaN,NaN,39.77999951004162,NaN,NaN,NaN
2018-01-23T10:00:00Z,1.22387,1.22652,1.22343,1.225835,1.22387,1.22652,1.22343,1.225835,57.19159442570529,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-23T14:00:00Z,1.225835,1.23062,1.22512,1.22792,1.225835,1.23062,1.22512,1.22792,69.05761511957768,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-23T18:00:00Z,1.22792,1.22996,1.22756,1.22981,1.22792,1.22996,1.22756,1.22981,76.45321523748045,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-23T22:00:00Z,1.22981,1.23152,1.22913,1.230675,1.22981,1.23152,1.22913,1.230675,79.28562330589075,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-24T02:00:00Z,1.230675,1.2336,1.23012,1.23249,1.230675,1.2336,1.23012,1.23249,84.25356933406486,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-24T06:00:00Z,1.23249,1.23562,1.23029,1.233735,1.23249,1.23562,1.23029,1.233735,86.9393601695909,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-24T10:00:00Z,1.233735,1.23682,1.23297,1.236555,1.233735,1.23682,1.23297,1.236555,91.19265072570826,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-24T14:00:00Z,1.236555,1.24026,1.2363,1.239185,1.236555,1.24026,1.2363,1.239185,93.61621889025099,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-24T18:00:00Z,1.239185,1.24153,1.23898,1.240795,1.239185,1.24153,1.23898,1.240795,94.7266186073955,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-24T22:00:00Z,1.240795,1.24111,1.23846,1.24107,1.240795,1.24111,1.23846,1.24107,94.91544853789757,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-25T02:00:00Z,1.24107,1.24486,1.24054,1.244815,1.24107,1.24486,1.24054,1.244815,96.84101456655023,NaN,NaN,NaN,NaN,96.84101456655023,NaN
2018-01-25T06:00:00Z,1.244815,1.24595,1.23892,1.243165,1.244815,1.24595,1.23892,1.243165,80.12871914903995,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-25T10:00:00Z,1.243165,1.24983,1.23972,1.249655,1.243165,1.24983,1.23972,1.249655,89.25000198663012,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-25T14:00:00Z,1.249655,1.25378,1.24618,1.24922,1.249655,1.25378,1.24618,1.24922,85.94475430842806,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-25T18:00:00Z,1.24922,1.25068,1.23639,1.23975,1.24922,1.25068,1.23639,1.23975,42.805824049463176,NaN,NaN,42.805824049463176,NaN,NaN,NaN
2018-01-25T22:00:00Z,1.23975,1.24334,1.237,1.243045,1.23975,1.24334,1.237,1.243045,53.05433840606957,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-26T02:00:00Z,1.243045,1.24322,1.2412,1.24313,1.243045,1.24322,1.2412,1.24313,53.32403529042748,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-26T06:00:00Z,1.24313,1.24934,1.24281,1.245595,1.24313,1.24934,1.24281,1.245595,61.369004346102955,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-26T10:00:00Z,1.245595,1.24667,1.2421,1.242915,1.245595,1.24667,1.2421,1.242915,49.722145357015954,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-26T14:00:00Z,1.242915,1.2448,1.24073,1.24393,1.242915,1.2448,1.24073,1.24393,53.86702972144187,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-26T18:00:00Z,1.24393,1.24505,1.2406,1.2431,1.24393,1.24505,1.2406,1.2431,49.680593143191544,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-28T22:00:00Z,1.2431,1.24326,1.23956,1.239665,1.2431,1.24326,1.23956,1.239665,35.43425014615907,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-29T02:00:00Z,1.239665,1.2422,1.23852,1.24142,1.239665,1.2422,1.23852,1.24142,45.42835811433869,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-29T06:00:00Z,1.24142,1.2429,1.23884,1.241195,1.24142,1.2429,1.23884,1.241195,44.328738147963115,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-29T10:00:00Z,1.241195,1.24282,1.2359,1.236495,1.241195,1.24282,1.2359,1.236495,27.161639327285357,NaN,NaN,27.161639327285357,NaN,NaN,NaN
2018-01-29T14:00:00Z,1.236495,1.23744,1.23368,1.23713,1.236495,1.23744,1.23368,1.23713,31.633040963941,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-29T18:00:00Z,1.23713,1.23903,1.23689,1.23824,1.23713,1.23903,1.23689,1.23824,39.71886368576921,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-29T22:00:00Z,1.23824,1.23884,1.23684,1.23856,1.23824,1.23884,1.23684,1.23856,42.18303150539551,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-30T02:00:00Z,1.23856,1.23864,1.236,1.236425,1.23856,1.23864,1.236,1.236425,31.45838127412479,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-30T06:00:00Z,1.236425,1.2408,1.23349,1.239815,1.236425,1.2408,1.23349,1.239815,54.445638148507456,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-30T10:00:00Z,1.239815,1.24484,1.23944,1.24454,1.239815,1.24484,1.23944,1.24454,71.24659951419602,NaN,NaN,NaN,NaN,71.24659951419602,NaN
2018-01-30T14:00:00Z,1.24454,1.24541,1.23837,1.240565,1.24454,1.24541,1.23837,1.240565,51.3364232117479,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-30T18:00:00Z,1.240565,1.24069,1.2384,1.2403,1.240565,1.24069,1.2384,1.2403,50.16811480893978,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-30T22:00:00Z,1.2403,1.24246,1.23962,1.24143,1.2403,1.24246,1.23962,1.24143,55.55898025316612,NaN,NaN,NaN,NaN,NaN,NaN
