Date,Open,High,Low,Close,Adj Close,Volume,CHFJPY
2003-12-01,85.30699920654297,85.41200256347656,84.18199920654297,84.03800201416016,84.03800201416016,0.0,
2003-12-02,84.0780029296875,84.802001953125,83.87300109863281,84.447998046875,84.447998046875,0.0,
2003-12-03,84.41600036621094,84.52100372314453,83.76000213623047,84.21399688720703,84.21399688720703,0.0,
2003-12-04,84.24800109863281,84.34600067138672,83.64299774169922,84.05500030517578,84.05500030517578,0.0,
2003-12-05,83.9800033569336,84.54000091552734,83.75800323486328,84.25399780273438,84.25399780273438,0.0,
2003-12-08,84.3280029296875,84.92400360107422,84.16799926757812,84.71099853515625,84.71099853515625,0.0,
2003-12-09,84.73100280761719,85.0770034790039,84.4229965209961,84.76100158691406,84.76100158691406,0.0,
2003-12-10,84.74700164794922,85.75199890136719,84.45999908447266,85.36100006103516,85.36100006103516,0.0,
2003-12-11,85.29000091552734,85.50199890136719,84.5530014038086,85.05000305175781,85.05000305175781,0.0,
2003-12-12,85.08999633789062,85.4749984741211,84.88999938964844,85.29000091552734,85.29000091552734,0.0,
2003-12-15,84.74600219726562,85.45999908447266,84.68900299072266,85.40799713134766,85.40799713134766,0.0,
2003-12-16,85.447998046875,85.62999725341797,85.19999694824219,85.36900329589844,85.36900329589844,0.0,
2003-12-17,85.30899810791016,85.76300048828125,85.08100128173828,85.59500122070312,85.59500122070312,0.0,
2003-12-18,85.60399627685547,86.19999694824219,85.54499816894531,86.10900115966797,86.10900115966797,0.0,
2003-12-19,86.02999877929688,86.15599822998047,85.625,85.83999633789062,85.83999633789062,0.0,
2003-12-22,85.77799987792969,85.98600006103516,85.3949966430664,85.46800231933594,85.46800231933594,0.0,
2003-12-23,85.4469985961914,86.19300079345703,85.14099884033203,85.44999694824219,85.44999694824219,0.0,
2003-12-24,85.40799713134766,86.11199951171875,85.31099700927734,85.97799682617188,85.97799682617188,0.0,
2003-12-25,85.98400115966797,86.0,85.7699966430664,85.91600036621094,85.91600036621094,0.0,
2003-12-26,85.90299987792969,85.99199676513672,85.42400360107422,85.6510009765625,85.6510009765625,0.0,
2003-12-29,85.58799743652344,85.80000305175781,85.37000274658203,85.62000274658203,85.62000274658203,0.0,
2003-12-30,85.60900115966797,86.21499633789062,85.56300354003906,86.11900329589844,86.11900329589844,0.0,
2003-12-31,86.07099914550781,86.78399658203125,86.0260009765625,86.65799713134766,86.65799713134766,0.0,
2004-01-01,86.65799713134766,86.65799713134766,85.69000244140625,86.51599884033203,86.51599884033203,0.0,
2004-01-02,86.4990005493164,86.59100341796875,85.99500274658203,86.3759994506836,86.3759994506836,0.0,
2004-01-05,86.56999969482422,87.0,85.90299987792969,86.24299621582031,86.24299621582031,0.0,
2004-01-06,86.21199798583984,86.71499633789062,86.02100372314453,86.11000061035156,86.11000061035156,0.0,
2004-01-07,86.14399719238281,86.31500244140625,85.51000213623047,85.5999984741211,85.5999984741211,0.0,
2004-01-08,85.6259994506836,86.69999694824219,85.00800323486328,86.54499816894531,86.54499816894531,0.0,
2004-01-09,86.54399871826172,87.52999877929688,86.43000030517578,87.33300018310547,87.33300018310547,0.0,
2004-01-12,87.43000030517578,87.63999938964844,86.67500305175781,86.79100036621094,86.79100036621094,0.0,
2004-01-13,86.7300033569336,87.0979995727539,86.5459976196289,87.09300231933594,87.09300231933594,0.0,
2004-01-14,87.06700134277344,87.06700134277344,85.37899780273438,86.20899963378906,86.20899963378906,0.0,
2004-01-15,86.20700073242188,86.28600311279297,85.13999938964844,85.45600128173828,85.45600128173828,0.0,
2004-01-16,85.47699737548828,85.48600006103516,83.98600006103516,84.322998046875,84.322998046875,0.0,
2004-01-19,84.2300033569336,84.72000122070312,83.91300201416016,84.36000061035156,84.36000061035156,0.0,
2004-01-20,84.35900115966797,86.08000183105469,84.33899688720703,85.88600158691406,85.88600158691406,0.0,
2004-01-21,85.90299987792969,86.37100219726562,85.72000122070312,86.3219985961914,86.3219985961914,0.0,
2004-01-22,86.29299926757812,86.56300354003906,85.68399810791016,86.06800079345703,86.06800079345703,0.0,
2004-01-23,86.11599731445312,86.31700134277344,85.23200225830078,85.9530029296875,85.9530029296875,0.0,
2004-01-26,85.76200103759766,85.76799774169922,84.51300048828125,84.74299621582031,84.74299621582031,0.0,
2004-01-27,84.74800109863281,85.27200317382812,84.19999694824219,85.1780014038086,85.1780014038086,0.0,
2004-01-28,85.17900085449219,85.41600036621094,84.28500366210938,84.35700225830078,84.35700225830078,0.0,
2004-01-29,84.34600067138672,84.93199920654297,83.91999816894531,84.1259994506836,84.1259994506836,0.0,
2004-01-30,84.13700103759766,84.30000305175781,83.59400177001953,84.03299713134766,84.03299713134766,0.0,
2004-02-02,84.02400207519531,84.11900329589844,83.41100311279297,83.63800048828125,83.63800048828125,0.0,
2004-02-03,84.36599731445312,84.4489974975586,84.03099822998047,84.36599731445312,84.36599731445312,0.0,
2004-02-04,84.47599792480469,84.47599792480469,84.03099822998047,84.35199737548828,84.35199737548828,0.0,
2004-02-05,84.36599731445312,84.98999786376953,84.20999908447266,84.65699768066406,84.65699768066406,0.0,
2004-02-06,84.60299682617188,85.77999877929688,84.58200073242188,85.51699829101562,85.51699829101562,0.0,
2004-02-09,85.26599884033203,85.93499755859375,85.26599884033203,85.70099639892578,85.70099639892578,0.0,
2004-02-10,85.67500305175781,85.91999816894531,85.20600128173828,85.32099914550781,85.32099914550781,0.0,
2004-02-11,85.3239974975586,85.84500122070312,84.8949966430664,85.7040023803711,85.7040023803711,0.0,
2004-02-12,85.7030029296875,85.88999938964844,85.46399688720703,85.6500015258789,85.6500015258789,0.0,
2004-02-13,85.61299896240234,86.08999633789062,84.85800170898438,84.95099639892578,84.95099639892578,0.0,
2004-02-16,85.16400146484375,85.5999984741211,85.03199768066406,85.47200012207031,85.47200012207031,0.0,
2004-02-17,85.47799682617188,86.31999969482422,85.38500213623047,86.12300109863281,86.12300109863281,0.0,
2004-02-18,86.27999877929688,86.62000274658203,85.81900024414062,86.01799774169922,86.01799774169922,0.0,
2004-02-19,86.01300048828125,86.7699966430664,85.81999969482422,86.5479965209961,86.5479965209961,0.0,
2004-02-20,86.59500122070312,86.97200012207031,86.30000305175781,86.5009994506836,86.5009994506836,0.0,
2004-02-23,86.12799835205078,86.43299865722656,85.9000015258789,86.28500366210938,86.28500366210938,0.0,
2004-02-24,86.29299926757812,87.31999969482422,86.14099884033203,87.13899993896484,87.13899993896484,0.0,
2004-02-25,87.08300018310547,87.41000366210938,86.4010009765625,86.51100158691406,86.51100158691406,0.0,
2004-02-26,86.552001953125,86.80000305175781,86.26300048828125,86.46299743652344,86.46299743652344,0.0,
2004-02-27,86.48300170898438,86.65299987792969,85.43199920654297,86.62000274658203,86.62000274658203,0.0,
2004-03-01,86.70999908447266,86.92400360107422,85.71399688720703,85.83000183105469,85.83000183105469,0.0,
2004-03-02,85.88600158691406,86.08000183105469,84.74700164794922,84.93099975585938,84.93099975585938,0.0,
2004-03-03,84.9260025024414,85.23699951171875,84.28900146484375,85.15399932861328,85.15399932861328,0.0,
2004-03-04,85.11100006103516,86.06600189208984,84.7750015258789,86.08399963378906,86.08399963378906,0.0,
2004-03-05,86.06500244140625,87.97799682617188,85.63999938964844,87.71099853515625,87.71099853515625,0.0,
2004-03-08,87.81800079345703,87.91300201416016,87.10099792480469,87.52400207519531,87.52400207519531,0.0,
2004-03-09,87.52300262451172,87.66899871826172,86.71800231933594,86.99199676513672,86.99199676513672,0.0,
2004-03-10,87.52300262451172,87.66899871826172,85.80999755859375,86.1520004272461,86.1520004272461,0.0,
2004-03-11,86.13600158691406,87.68599700927734,85.48300170898438,87.51000213623047,87.51000213623047,0.0,
2004-03-12,87.48999786376953,87.56800079345703,86.0719985961914,86.2030029296875,86.2030029296875,0.0,
2004-03-15,86.56800079345703,87.11000061035156,85.87300109863281,86.61000061035156,86.61000061035156,0.0,
2004-03-16,86.52899932861328,86.56500244140625,84.95999908447266,84.99500274658203,84.99500274658203,0.0,
2004-03-17,84.93499755859375,85.23600006103516,84.14900207519531,84.66799926757812,84.66799926757812,0.0,
2004-03-18,84.69400024414062,85.16200256347656,83.66500091552734,84.96099853515625,84.96099853515625,0.0,
2004-03-19,84.92400360107422,85.3489990234375,83.88200378417969,83.88200378417969,83.88200378417969,0.0,
2004-03-22,84.1259994506836,85.18000030517578,83.44000244140625,84.96299743652344,84.96299743652344,0.0,
2004-03-23,84.93900299072266,85.2040023803711,84.42900085449219,84.94499969482422,84.94499969482422,0.0,
2004-03-24,84.9520034790039,85.2040023803711,83.0199966430664,83.34300231933594,83.34300231933594,0.0,
